cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Texas",10/7/2016,10/15/2016,"University of Houston","B",1000,"lv",1.603329,38,41,4,,38.28986,42.29338,3.559258,,"","http://www.uh.edu/class/hobby/texas2016/",47033,73551,10/18/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Utah",10/17/2016,10/19/2016,"Emerson College","B",700,"lv",1.594739,24,27,5,31,24.29997,25.92548,4.446757,31,"","http://media.wix.com/ugd/3bebb2_98fe8b3559f64960a573ecad7dc22ec9.pdf",47082,73678,10/19/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Pennsylvania",10/10/2016,10/16/2016,"Quinnipiac University","A-",660,"lv",1.588442,47,41,6,,48.18471,40.51969,4.999661,,"","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388",46944,73426,10/17/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Florida",10/10/2016,10/16/2016,"Quinnipiac University","A-",660,"lv",1.588442,48,44,4,,49.19981,43.53584,2.999661,,"","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388",46942,73424,10/17/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/12/2016,10/17/2016,"Public Religion Research Institute","",692,"lv",1.582711,51,36,,,48.62126,35.73499,,,"","http://www.prri.org/research/prri-brookings-october-19-2016-presidential-election-horserace-clinton-trump/",47064,73644,10/19/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Texas",10/10/2016,10/12/2016,"SurveyUSA","A",638,"lv",1.581283,43,47,3,,42.3399,46.39395,3.01195,,"","http://www.wfaa.com/news/local/texas-news/new-poll-trump-lead-shrinks-in-texas-within-margin-of-error/335896258",46796,73189,10/14/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Arizona",10/21/2016,10/24/2016,"Monmouth University","A+",401,"lv",1.578241,45,46,4,,43.75426,45.57981,4.606106,,"","https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_AZ_102516/",47340,74077,10/25/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"North Carolina",10/17/2016,10/18/2016,"The Times-Picayune/Lucid","",924,"lv",1.575353,42,41,8,,42.33683,42.98326,6.82706,,"","http://luc.id/wp-content/uploads/2016/10/North-Carolina-Battleground-Results.pdf",47252,73946,10/24/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"New Mexico",10/11/2016,10/11/2016,"Zia Poll","",1536,"lv",1.568111,46,36,12,,45.81165,35.58617,11.95831,,"","http://projects.fivethirtyeight.com/polls/20161017_NM.pdf",46953,73441,10/17/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Georgia",10/20/2016,10/20/2016,"Landmark Communications","B",600,"lv",1.562183,43,47,5,,42.26537,46.92147,5.643083,,"","http://big.assets.huffingtonpost.com/LANDMARKGA.pdf",47169,73815,10/21/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/8/2016,10/13/2016,"George Washington University (Battleground)","B",1000,"lv",1.558596,47,39,8,,47.85108,39.04417,6.471765,,"","https://mediarelations.gwu.edu/new-gw-battleground-poll-clinton-begins-pull-away-trump-and-voters-think-she%E2%80%99ll-win",46875,73332,10/17/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"North Carolina",10/20/2016,10/23/2016,"Monmouth University","A+",402,"lv",1.554285,47,46,4,,45.77683,45.59644,4.558572,,"","https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NC_102416/",47254,73952,10/24/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Kansas",10/11/2016,10/15/2016,"SurveyUSA","A",581,"lv",1.550526,36,47,7,,35.23467,46.43964,7.141815,,"","http://ksn.com/2016/10/18/ksn-news-poll-continues-to-show-strong-support-for-trump-in-kansas/",47063,73643,10/19/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Florida",10/17/2016,10/18/2016,"The Times-Picayune/Lucid","",892,"lv",1.548692,45,39,6,,45.35079,41.00316,4.82706,,"","http://luc.id/wp-content/uploads/2016/10/Florida-Battleground-Results.pdf",47250,73944,10/24/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Colorado",10/12/2016,10/13/2016,"Gravis Marketing","B-",1226,"rv",1.543954,44,39,6,,44.62451,39.01831,5.817738,,"","http://www.breitbart.com/2016-presidential-race/2016/10/15/exclusive-breitbartgravis-poll-clinton-opens-lead-over-trump-44-39-in-colorado-gains-5-points-in-a-week/",46862,73308,10/15/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"North Carolina",9/29/2016,10/2/2016,"Selzer & Company","A+",805,"lv",1.539328,44,43,6,,45.15351,42.82545,4.501223,,"","https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rdISbD8Bk4tA/v0",46385,72518,10/3/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"North Carolina",10/14/2016,10/17/2016,"National Research, Inc.","B+",600,"lv",1.525708,44,42,5,,44.4523,42.91486,4.812615,,"","https://www.nccivitas.org/wp-content/uploads/2016/10/CivitasOctoberPoll_release.pdf",47085,73695,10/19/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Ohio",10/10/2016,10/16/2016,"Quinnipiac University","A-",624,"lv",1.51913,45,45,6,,46.20323,44.53951,4.999661,,"","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388",46943,73425,10/17/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/18/2016,10/23/2016,"Centre College","",569,"lv",1.478904,44.9,40,6,,45.30426,40.04597,5.848412,,"","http://web.centre.edu/benjamin.knoll/2016FCSStopline.pdf",47255,73954,10/24/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Georgia",10/17/2016,10/18/2016,"The Times-Picayune/Lucid","",807,"lv",1.472882,44,40,8,,44.32804,41.97072,6.82706,,"","http://luc.id/wp-content/uploads/2016/10/Georgia-Battleground-Results.pdf",47251,73945,10/24/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Virginia",10/17/2016,10/18/2016,"The Times-Picayune/Lucid","",802,"lv",1.468179,43,38,9,,43.34546,39.99556,7.82706,,"","http://luc.id/wp-content/uploads/2016/10/Virginia-Battleground-Results.pdf",47249,73943,10/24/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Pennsylvania",10/3/2016,10/6/2016,"Marist College","A",709,"lv",1.456326,49,37,6,,48.61469,37.81,3.866442,,"","http://www.nbcnews.com/politics/2016-election/polls-clinton-ahead-florida-pennsylvania-n662076",46567,72837,10/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Pennsylvania",10/7/2016,10/10/2016,"The Times-Picayune/Lucid","",1457,"lv",1.44594,47,38,7,,47.88446,40.12886,5.276772,,"","https://luc.id/correction/",47173,73823,10/21/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Missouri",10/17/2016,10/19/2016,"Emerson College","B",600,"lv",1.440765,39,47,5,,39.28547,45.9048,4.446757,,"","http://media.wix.com/ugd/3bebb2_98fe8b3559f64960a573ecad7dc22ec9.pdf",47081,73677,10/19/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Ohio",10/5/2016,10/7/2016,"YouGov","B",997,"lv",1.433531,46,42,5,,47.02317,41.77036,5.800779,,"","http://www.cbsnews.com/news/poll-gender-gap-in-views-on-trumps-2005-tape/?ftag=CNM-00-10aab7i&linkId=29728068",46571,72851,10/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Pennsylvania",10/5/2016,10/7/2016,"YouGov","B",997,"lv",1.433531,48,40,4,,48.98157,39.75446,4.800779,,"","http://www.cbsnews.com/news/poll-gender-gap-in-views-on-trumps-2005-tape/?ftag=CNM-00-10aab7i&linkId=29728068",46570,72853,10/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Wisconsin",10/5/2016,10/7/2016,"YouGov","B",993,"lv",1.43015,43,39,4,,44.06612,38.78676,4.800779,,"","http://www.cbsnews.com/news/poll-gender-gap-in-views-on-trumps-2005-tape/?ftag=CNM-00-10aab7i&linkId=29728068",46569,72848,10/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Iowa",10/3/2016,10/6/2016,"Selzer & Company","A+",642,"lv",1.414991,39,43,6,,39.95385,42.97262,4.769836,,"","http://www.desmoinesregister.com/story/news/politics/iowa-poll/2016/10/08/iowa-poll-donald-trump-leads-hillary-clinton-by-4-points/91673644/",46562,72830,10/8/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Oklahoma",10/18/2016,10/20/2016,"SoonerPoll.com","B",530,"lv",1.411109,29.6,59.6,4.5,,29.13854,58.8654,4.81495,,"","http://soonerpoll.com/oklahoman-trump-solidifies-lead-in-oklahoma-poll-shows/?utm_content=buffer9d4e9&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer",47238,73922,10/23/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Florida",10/3/2016,10/5/2016,"Marist College","A",700,"lv",1.396386,45,42,5,,44.74477,42.7979,2.800462,,"","http://www.nbcnews.com/politics/2016-election/polls-clinton-ahead-florida-pennsylvania-n662076",46568,72840,10/9/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Ohio",10/7/2016,10/10/2016,"The Times-Picayune/Lucid","",1304,"lv",1.385917,44,39,7,,44.91544,41.14672,5.276772,,"","https://luc.id/correction/",47172,73822,10/21/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Indiana",10/22/2016,10/24/2016,"Gravis Marketing","B-",596,"rv",1.365588,38,49,5,,38.13025,48.48936,5.470055,,"","http://www.realclearpolitics.com/docs/2016/Gravis_Indiana_Oct_2016.pdf",47342,74082,10/25/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Ohio",10/9/2016,10/11/2016,"Baldwin Wallace University","",1152,"lv",1.358649,43.2,34.4,9.5,,45.6182,36.83075,7.818449,,"","http://www.cleveland.com/open/index.ssf/2016/10/new_ohio_poll_puts_hillary_cli.html#incart_2box",46752,73112,10/12/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Ohio",10/17/2016,10/19/2016,"Suffolk University","B+",500,"lv",1.353737,45,45,2,,45.19197,45.30235,2.944017,,"","http://www.suffolk.edu/documents/SUPRC/10_20_2016_marginals.pdf",47094,73713,10/20/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Utah",10/12/2016,10/18/2016,"Dan Jones & Associates","C+",818,"lv",1.338371,25,30,5,29,24.72505,31.14203,4.73552,29.46609,"","http://utahpolicy.com/index.php/features/today-at-utah-policy/11183-trump-leads-mcmullin-by-one-point-among-likely-utah-voters",47100,73733,10/20/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Wisconsin",10/15/2016,10/18/2016,"Monmouth University","A+",403,"lv",1.33448,47,40,6,,46.02303,39.96688,6.190005,,"","https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_WI_101916/",47076,73664,10/19/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Massachusetts",10/13/2016,10/16/2016,"MassINC Polling Group","A-",502,"lv",1.331323,54,28,9,,54.14086,29.2736,7.833146,,"","http://www.wbur.org/politicker/2016/10/18/poll-clinton-trump-massachusetts",47008,73497,10/18/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Utah",10/15/2016,10/16/2016,"Rasmussen Reports/Pulse Opinion Research","C+",750,"lv",1.328582,28,30,5,29,29.17259,30.48363,4.524071,29.31073,"","http://heatst.com/world/exclusive-evan-mcmullin-utah-poll-independent-conservative-ties-trump/",46879,73339,10/17/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Nevada",10/14/2016,10/17/2016,"Monmouth University","A+",413,"lv",1.324614,47,40,7,,46.05576,40.00454,7.12906,,"","https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NV_101816/",47032,73546,10/18/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Nebraska CD-1",9/25/2016,9/26/2016,"Emerson College","B",700,"lv",1.324071,29,53,,,28.04096,48.69734,,,"","http://media.wix.com/ugd/3bebb2_c4ce441cb55942e99e386bf56daef127.pdf",46230,72289,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Nebraska CD-2",9/25/2016,9/26/2016,"Emerson College","B",700,"lv",1.324071,40,49,,,39.24263,44.91806,,,"","http://media.wix.com/ugd/3bebb2_c4ce441cb55942e99e386bf56daef127.pdf",46231,72290,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Nebraska CD-3",9/25/2016,9/26/2016,"Emerson College","B",700,"lv",1.324071,20,65,,,19.03162,60.55568,,,"","http://media.wix.com/ugd/3bebb2_c4ce441cb55942e99e386bf56daef127.pdf",46232,72291,9/28/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Michigan",10/23/2016,10/23/2016,"Mitchell Research & Communications","D",1241,"lv",1.319832,49,41,3,,47.87773,40.29804,3.285959,,"","http://www.realclearpolitics.com/docs/2016/FOX_2_Detroit-Mitchell_Poll_of_MI_Press_Clinton_v_Trump_10-24-16.pdf",47321,74039,10/25/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Ohio",10/5/2016,10/6/2016,"Public Policy Polling","B+",782,"lv",1.309941,44,43,5,,44.46955,43.00241,5.070726,,"","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_100616.pdf",46540,72768,10/6/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Michigan",10/16/2016,10/19/2016,"Marketing Resource Group (MRG)","C+",600,"lv",1.297656,41,36,7,,43.48922,37.50034,7.656102,,"","http://www.realclearpolitics.com/docs/2016/MRG_MI_Poll_OCT_16_Pres_Gen_FINAL1.pdf",47184,73861,10/22/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Florida",10/8/2016,10/16/2016,"SurveyMonkey","C-",1702,"lv",1.282658,43,45,7,,43.70918,44.56071,3.513715,,"","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/",47018,73533,10/18/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Indiana",10/7/2016,10/10/2016,"The Times-Picayune/Lucid","",1123,"lv",1.275142,37,43,10,,37.8847,45.129,8.276771,,"","https://luc.id/correction/",47171,73821,10/21/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Virginia",10/8/2016,10/16/2016,"SurveyMonkey","C-",1644,"lv",1.271203,49,38,8,,49.69612,37.54842,4.513715,,"","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/",47029,73544,10/18/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Maine",10/14/2016,10/15/2016,"Maine People's Resource Center","C",890,"lv",1.26846,42,36,9,,43.28394,36.41179,8.281936,,"","http://mprc.me/research/1016_presidential2.pdf",47160,73801,10/21/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/10/2016,10/11/2016,"Insights West","",953,"lv",1.261149,42,37,6,,43.74046,38.58207,5.480946,,"","http://www.insightswest.com/news/clinton-leads-trump-republicans-reject-changing-their-nominee/",46770,73137,10/12/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/10/2016,10/12/2016,"Fox News/Anderson Robbins Research/Shaw & Company Research","A",917,"lv",1.256051,45,38,7,,46.53158,38.48742,6.116162,,"","http://www.foxnews.com/politics/interactive/2016/10/13/fox-news-poll-october-13-2016/",46793,73178,10/13/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/10/2016,10/13/2016,"ABC News/Washington Post","A+",740,"lv",1.252799,47,43,5,,45.61102,42.4174,4.753255,,"","http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-oct-10-13-2016/2102/",46864,73312,10/16/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Florida",10/2/2016,10/5/2016,"Associated Industries of Florida","",1000,"lv",1.250876,44,41,6,,45.25456,42.6854,4.528942,,"","http://floridapolitics.com/archives/223845-national-democrats-pull-ads-new-associated-industries-poll-shows-patrick-murphy-trailing-marco-rubio-eight",46769,73128,10/12/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Nevada",10/11/2016,10/12/2016,"Public Opinion Strategies","B",600,"lv",1.234213,45,39,10,,45.72076,40.94358,8.505651,,"","http://www.ktnv.com/news/ralston/heck-hanging-onto-lead-trump-falling-behind-in-new-gop-poll",46785,73161,10/13/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Oregon",10/4/2016,10/14/2016,"Riley Research Associates","B+",608,"lv",1.229716,46,36,5,,46.85765,36.29807,4.38245,,"","http://www.kgw.com/news/politics/elections/kgworegonian-poll-measure-97-a-virtual-tie-clinton-brown-lead/337615312",47071,73657,10/19/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Pennsylvania",10/8/2016,10/16/2016,"SurveyMonkey","C-",1449,"lv",1.227895,46,40,8,,46.69203,39.54458,4.513715,,"","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/",47027,73542,10/18/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Maryland",9/27/2016,9/30/2016,"ABC News/Washington Post","A+",706,"lv",1.218148,63,27,4,,62.72673,26.13092,2.923518,,"","https://www.washingtonpost.com/local/md-politics/larry-hogans-approval-soars-buoyed-by-his-disavowal-of-donald-trump/2016/10/05/3e84b330-88de-11e6-b24f-a7f89eb68887_story.html",46527,72742,10/6/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"South Dakota",10/18/2016,10/20/2016,"Mason-Dixon Polling & Research, Inc.","B+",400,"lv",1.214054,37,44,7,,36.31001,44.70333,6.82254,,"","http://www.keloland.com/news/politics/campaign/keloland-campaign-2016-poll/",47343,74083,10/25/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Arkansas",10/21/2016,10/21/2016,"Hendrix College","C+",463,"lv",1.198139,32.5,56,3.5,,32.4689,55.25464,4.040079,,"","https://talkbusiness.net/2016/10/trump-boozman-maintain-big-leads-in-arkansas/",47322,74041,10/25/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Texas",10/8/2016,10/16/2016,"SurveyMonkey","C-",1332,"lv",1.197679,42,44,8,,42.69825,43.55043,4.513715,,"","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/",47028,73543,10/18/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Oregon",10/6/2016,10/13/2016,"Davis, Hibbitts & Midghall, Inc.","B",600,"lv",1.19543,43,36,7,,45.31421,38.30818,5.697644,,"","http://www.opb.org/news/series/election-2016/hillary-clinton-kate-brown-lead-in-new-opb-poll/",47015,73515,10/18/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Ohio",10/8/2016,10/16/2016,"SurveyMonkey","C-",1307,"lv",1.190738,41,44,9,,41.71307,43.56437,5.513715,,"","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/",47026,73541,10/18/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Iowa",10/7/2016,10/10/2016,"The Times-Picayune/Lucid","",917,"lv",1.187761,41,37,10,,41.96325,39.17428,8.276771,,"","https://luc.id/correction/",47170,73820,10/21/16,"16:40:05 25 Oct 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",10/25/16,"Alaska",10/11/2016,10/13/2016,"Lake Research Partners","B+",500,"lv",1.186554,36,37,7,,36.3437,39.75716,7.1413,,"","http://midnightsunak.com/2016/10/16/midnight-sun-exclusive-new-poll-shows-trump-clinton-tied-alaska/",46872,73329,10/16/16,"16:40:05 25 Oct 2016"
